row_index,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15
34,0.0673047302759593,4.8633821771725677e-4,0.03366781448067969,0.04492309315600797,0.19470388964244836,0.001062342727087665,0.001468722841723071,0.0035820368133965114,0.013176013166384448,0.1133787565473364,0.004363446997899408,0.0034149567720758115,0.002999674253766701,1.0862232765784974e-4,0.5153595617798595
35,0.29587748054410845,0.0011100604174693073,0.002392427616255033,0.1057158817952467,0.26562715461447806,0.002561420022304451,0.0018326307317060695,0.04544721050988868,0.04214293684459165,0.02759238680129491,0.003638863280997256,0.004708178778578314,0.19050039219425702,0.0012192434481843705,0.009633732400639361
36,0.11784423458849799,0.004289365804722445,0.002231908727203216,0.36322091153798064,0.007777837269373359,0.018359476057674268,0.07652665455975072,0.008505336797500308,0.005907741895580858,0.1432294970710838,0.0026735015130569815,0.03522587444522717,0.008580041944151809,0.006220575132638189,0.19940704265555836
37,0.3095508979173308,0.004692583543150868,0.003303742945232167,0.0035592060756079224,0.015526975437590802,0.003848372995089272,0.001961437419011045,0.005105566066371224,0.16537629627572253,0.4673977295803413,0.0012019437516196504,9.934696747587427e-4,0.00341264783479765,4.7129056385115736e-4,0.013597839919524684
38,0.0029887187702727458,0.2671339461402065,0.0013746926522964888,5.3326314300475996e-5,0.0014765339978482495,0.41571571395255025,0.0010293212617066886,0.0034907651993473644,0.004955442839665577,0.24815998438214656,0.004331901083262323,0.029519463276738527,1.3266883980136282e-4,8.11926750221974e-4,0.01882559453963462
39,0.1492567093819763,0.07366014946828103,0.01947767690879472,0.048371637676494376,0.01574078585459246,0.005786945276990641,0.3153443204239425,0.16356550433059144,0.0795395971200387,0.0926744913304652,0.0014407381892668828,0.020413600366471066,0.005277716444301437,0.0023095189384885633,0.007140608289304867
40,0.0042326467562271005,0.0026991945273691685,0.0035197711445584686,0.03301335182860193,0.009494498963532164,0.009295234958708,0.0027486504773800357,0.9135618529682266,0.006117485595820397,0.004039408513950725,0.0028583006986835986,0.0017938554286891725,0.0035439437741124737,0.0015697411071800714,0.0015120632569603598
41,0.010610509388634757,0.0012407403212786627,0.014256463517512955,0.31520192579300244,0.5503302774576695,0.0016464615357826347,0.0016659824200978574,0.012106805760048788,0.043711419087959155,0.010622909116379546,0.0010538383458999164,5.229270337836641e-4,0.02487047157243505,0.0011227490424061562,0.011036519607108431
42,0.006692853644200001,0.00995604633952864,0.015597879315977056,0.2128415979415811,0.07474734191530938,0.0058633544187648556,0.004432295949396213,0.10317451092417333,0.0603583876172917,0.02317988567054847,0.0028803673140140092,0.0016938015294783464,0.23145685440164318,0.24364705845470386,0.0034777645633895238
43,0.00939974598739568,0.0010083069009143688,0.003395639450419678,0.014788837457589497,0.841804828735937,0.0012913520027561462,6.705751425266491e-4,0.0038371580065989772,0.020055986498274416,0.02474405327299576,0.0014768607961923223,7.6901862820608e-4,0.004276157253553324,2.759110682137294e-4,0.07220556879842645
44,0.013505446213895269,0.2479849317227607,0.023177651393722198,0.006829829702112156,0.01375576561872843,0.33358561557034794,0.0032484277194463835,0.01407704816760101,0.06302192675241458,0.20364568741350758,0.006313972914800135,0.0089861075943232,0.04507449630840166,0.008508100922487565,0.008284991985451252
45,0.1130236289908533,6.82301427984391e-4,0.0010971621626913288,0.0023326621918941643,0.16181352716477612,0.004804586741519751,0.001537305920808994,0.0032842766067382855,0.010394387336639051,0.0630409621446173,0.2063619623814197,0.0037545453887592984,0.00938321452971781,2.60837398768243e-4,0.41822863961281226
